10008100208;2013-01-24 12:41;4;0;0
10008100069;2013-01-24 13:51;8;0;0
10008100212;2013-01-24 13:51;6;0;0
10008100094;2013-01-24 13:51;12;0;0
10008100157;2013-01-24 14:00;8;0;0
10008100042;2013-01-24 14:04;18;0;0
10008100151;2013-01-24 14:09;4;0;0
10008100099;2013-01-24 14:15;10;0;0
10008100109;2013-01-24 14:21;12;0;0
10008100172;2013-01-24 14:24;4;0;0
10008100196;2013-01-24 14:25;30;0;0
10008100181;2013-01-24 14:29;64;0;0
10008100160;2013-01-24 14:33;24;0;0
10008100127;2013-01-24 14:33;20;0;0
10008100168;2013-01-24 14:37;12;0;0
10008100169;2013-01-24 14:43;4;0;0
10008100170;2013-01-24 14:45;36;0;0
10008100173;2013-01-24 14:50;8;0;0
10008100155;2013-01-24 14:53;16;0;0
10008100186;2013-01-24 15:09;8;0;0
10008100031;2013-01-24 15:19;21;0;0
10008100076;2013-01-24 15:20;15;0;0
10008100008;2013-01-24 15:22;5;0;0
10008100184;2013-01-24 15:32;24;0;0
10008100120;2013-01-24 15:32;16;0;0
10008100010;2013-01-24 15:33;10;0;0
10008100054;2013-01-24 15:37;8;0;0
10008100054;2013-01-24 15:38;40;0;0
10008100012;2013-01-24 15:51;4;0;0
10008100013;2013-01-24 15:51;4;0;0
10008100116;2013-01-24 15:54;4;0;0
10008100206;2013-01-24 15:57;12;0;0
10008100003;2013-01-24 16:04;12;0;0
10008100064;2013-01-24 16:04;6;0;0
10008100194;2013-01-24 16:05;6;0;0
10008100153;2013-01-24 16:06;48;0;0
10008100175;2013-01-24 16:07;8;0;0
10008100207;2013-01-24 16:19;4;0;0
10008100033;2013-01-24 16:21;4;0;0
10008100141;2013-01-24 16:21;12;0;0
10008100083;2013-01-24 16:28;12;0;0
10008100017;2013-01-24 16:34;2;0;0
10008100213;2013-01-24 16:34;2;0;0
10008100189;2013-01-24 16:35;4;0;0
10008100192;2013-01-24 16:38;60;0;0
10008100118;2013-01-24 16:47;24;0;0
10008100048;2013-01-24 16:48;2;0;0
10008100092;2013-01-24 16:49;2;0;0
10008100105;2013-01-24 16:50;5;0;0
10008100059;2013-01-24 16:58;12;0;0
10008100061;2013-01-24 17:07;6;0;0
10008100159;2013-01-24 17:12;12;0;0
10008100081;2013-01-24 17:13;16;0;0
10008100107;2013-01-24 17:17;4;0;0
10008100163;2013-01-24 17:18;6;0;0
10008100019;2013-01-24 17:21;28;0;0
10008100075;2013-01-24 17:22;8;0;0
10008100088;2013-01-24 17:25;4;0;0
10008100166;2013-01-24 17:27;6;0;0
10008100125;2013-01-24 17:42;12;0;0
10008100146;2013-01-24 17:43;20;0;0
10008100164;2013-01-24 17:46;12;0;0
10008100162;2013-01-24 17:46;8;0;0
10008100210;2013-01-24 17:52;8;0;0
10008100093;2013-01-24 18:05;8;0;0
10008100078;2013-01-24 18:06;12;0;0
10008100200;2013-01-24 18:11;8;0;0
10008100095;2013-01-24 18:11;12;0;0
10008100106;2013-01-24 18:11;8;0;0
10008100022;2013-01-24 18:14;8;0;0
10008100142;2013-01-24 18:20;60;0;0
10008100039;2013-01-24 18:30;10;0;0
10008100045;2013-01-24 18:30;12;0;0
10008100140;2013-01-24 18:31;12;0;0
10008100178;2013-01-24 18:39;6;0;0
10008100209;2013-01-24 18:39;16;0;0
10008100062;2013-01-24 18:40;12;0;0
10008100036;2013-01-24 18:43;12;0;0
10008100152;2013-01-24 18:44;6;0;0
10008100193;2013-01-24 18:49;8;0;0
10008100198;2013-01-24 18:49;6;0;0
10008100025;2013-01-24 19:00;40;0;0
10006100152;2013-01-24 15:10;4;-75.564285;6.273258333
10006100088;2013-01-24 15:10;8;-75.56423167;6.273346667
10006100197;2013-01-24 15:11;15;-75.564285;6.273258333
10006100081;2013-01-24 15:12;16;-75.56424333;6.273436667
10006100005;2013-01-24 15:14;6;-75.56423667;6.273295
10006100026;2013-01-24 15:15;10;-75.56429167;6.273306667
10006100091;2013-01-24 15:15;20;-75.56422333;6.27334
10006100121;2013-01-24 15:15;4;-75.56423167;6.273288333
10006100174;2013-01-24 15:16;8;-75.56425167;6.273266667
10006100199;2013-01-24 15:19;32;-75.564225;6.272953333
10006100004;2013-01-24 15:19;30;-75.56434333;6.27325
10006100162;2013-01-24 15:20;4;-75.564305;6.273313333
10006100178;2013-01-24 15:20;16;-75.56430833;6.273316667
10006100054;2013-01-24 15:21;4;-75.56427833;6.273225
10006100032;2013-01-24 15:57;10;0;0
10006100031;2013-01-24 16:02;190;0;0
10006100099;2013-01-24 16:03;4;0;0
10006100035;2013-01-24 16:03;12;0;0
10006100036;2013-01-24 16:03;12;0;0
10006100034;2013-01-24 16:03;3;0;0
10006100148;2013-01-24 16:04;6;0;0
10006100037;2013-01-24 16:04;4;0;0
10006100189;2013-01-24 16:04;30;0;0
10006100203;2013-01-24 16:05;30;0;0
10006100025;2013-01-24 16:07;12;0;0
10006100179;2013-01-24 17:05;8;0;0
10006100166;2013-01-24 17:05;40;0;0
10006100009;2013-01-24 17:07;4;0;0
10006100008;2013-01-24 17:07;4;0;0
10006100127;2013-01-24 17:10;30;0;0
10006100141;2013-01-24 17:10;8;0;0
10006100020;2013-01-24 17:12;15;0;0
10006100193;2013-01-24 20:19;48;0;0
10006100172;2013-01-24 20:21;5;-75.55949333;6.288783333
10006100092;2013-01-24 20:26;160;-75.55931833;6.288831667
10006100097;2013-01-24 20:27;8;-75.55928333;6.288825
10006100012;2013-01-24 20:27;2;-75.55906167;6.289156667
10006100093;2013-01-24 20:28;24;-75.55932167;6.288801667
10006100168;2013-01-24 20:28;2;-75.55929833;6.288771667
10006100151;2013-01-24 20:28;10;-75.55931;6.288786667
10006100129;2013-01-24 20:29;4;-75.559325;6.288795
10006100125;2013-01-24 20:30;12;-75.55932333;6.288806667
10006100123;2013-01-24 20:30;9;-75.55932167;6.2888
10006100103;2013-01-24 20:30;6;-75.55932333;6.288806667
10006100204;2013-01-24 20:31;12;-75.559355;6.288721667
10006100052;2013-01-24 20:31;8;-75.559285;6.288875
10006100180;2013-01-24 20:31;30;-75.559275;6.28886
10006100131;2013-01-24 20:32;12;-75.559275;6.28886
10006100142;2013-01-24 20:32;8;-75.55931167;6.288751667
10006100027;2013-01-24 20:32;30;-75.55929833;6.288505
10006100064;2013-01-24 20:33;20;-75.55934833;6.28886
10006100137;2013-01-24 20:33;15;-75.55934833;6.28886
10006100022;2013-01-24 20:35;46;-75.55940333;6.288976667
10006100101;2013-01-24 20:38;660;-75.55937333;6.288856667
10006100096;2013-01-24 20:39;4;-75.55938833;6.288825
10006100077;2013-01-24 20:39;4;-75.55929;6.288925
10006100039;2013-01-24 20:39;10;-75.55938833;6.288825
10006100021;2013-01-24 20:40;8;-75.55935167;6.288811667
10006100153;2013-01-24 20:40;10;-75.55933;6.288805
10006100128;2013-01-24 20:41;8;-75.559355;6.288813333
10006100095;2013-01-24 20:41;16;-75.5594;6.288801667
10006100185;2013-01-24 20:41;8;-75.55936167;6.288833333
10006100143;2013-01-24 20:42;24;-75.55934333;6.288843333
10034100034;2013-01-24 10:50;6;0;0
10034100196;2013-01-24 10:53;8;-75.55967;6.291763333333
10034100163;2013-01-24 10:56;12;-75.5595383333;6.291355
10034100209;2013-01-24 10:59;8;-75.5595266666;6.291358333333
10034100142;2013-01-24 11:14;4;-75.5605966666;6.293346666666
10034100152;2013-01-24 11:16;12;-75.560445;6.293778333333
10034100029;2013-01-24 11:17;8;-75.5604516666;6.293773333333
10034100145;2013-01-24 11:25;8;-75.55431;6.298911666666
10034100187;2013-01-24 11:33;12;-75.554365;6.298968333333
10034100140;2013-01-24 11:37;15;-75.5567166666;6.299228333333
10034100065;2013-01-24 11:42;12;-75.5570416666;6.300333333333
10034100076;2013-01-24 11:43;10;-75.557045;6.300336666666
10034100070;2013-01-24 11:46;12;-75.5569183333;6.300395
10034100042;2013-01-24 11:46;8;-75.5569183333;6.300395
10034100156;2013-01-24 11:51;6;-75.5557883333;6.30526.3333333
10034100188;2013-01-24 11:53;8;-75.5557883333;6.30526
10034100117;2013-01-24 12:01;4;-75.537695;6.333301666666
10034100092;2013-01-24 12:17;3;-75.5192933333;6.34813
10034100056;2013-01-24 12:26;8;-75.51314;6.340826666666
10034100129;2013-01-24 12:42;8;-75.5131166666;6.34606
10034100004;2013-01-24 12:44;16;-75.5167233333;6.34487
10034100127;2013-01-24 12:54;15;-75.50783;6.348401666666
10034100058;2013-01-24 13:04;9;-75.4955183333;6.358405
10034100109;2013-01-24 13:08;10;-75.4944183333;6.356116666666
10034100049;2013-01-24 13:13;4;-75.4944183333;6.356085
10034100111;2013-01-24 13:19;220;0;0
10034100088;2013-01-24 13:33;12;-75.5076366666;6.346558333333
10034100026;2013-01-24 13:35;8;-75.5076366666;6.346558333333
10034100082;2013-01-24 13:36;15;-75.5076366666;6.346558333333
10034100130;2013-01-24 13:45;12;0;0
10034100074;2013-01-24 13:45;10;0;0
10034100169;2013-01-24 13:49;15;-75.5101;6.347223333333
10034100211;2013-01-24 13:58;8;-75.5078;6.348065
10034100126;2013-01-24 14:08;4;0;0
10034100063;2013-01-24 14:08;12;-75.537695;6.333268333333
10034100160;2013-01-24 16:26;9;-75.5754966666;6.274921666666
10034100134;2013-01-24 16:31;12;0;0
10034100148;2013-01-24 16:31;4;0;0
10034100213;2013-01-24 16:33;12;-75.59564;6.268496666666
10034100037;2013-01-24 16:33;9;-75.59564;6.268496666666
10034100046;2013-01-24 16:34;9;-75.59564;6.268496666666
10034100086;2013-01-24 16:36;20;-75.5959533333;6.267241666666
10034100106;2013-01-24 16:40;4;-75.5959533333;6.267241666666
10034100045;2013-01-24 16:47;6;0;0
10034100167;2013-01-24 16:49;16;-75.5985983333;6.259113333333
10034100207;2013-01-24 16:52;60;-75.5987633333;6.259126666666
10034100099;2013-01-24 17:04;16;-75.5974866666;6.259276666666
10034100141;2013-01-24 17:04;8;-75.597485;6.259341666666
10034100135;2013-01-24 17:05;16;-75.5974133333;6.259248333333
10034100043;2013-01-24 17:05;9;-75.5974866666;6.259276666666
10034100044;2013-01-24 17:09;4;-75.5974216666;6.259246666666
10034100175;2013-01-24 17:21;8;-75.6087833333;6.252975
10034100013;2013-01-24 17:34;9;0;0
10034100060;2013-01-24 18:09;60;-75.596155;6.229863333333
10034100180;2013-01-24 18:09;12;-75.5960983333;6.229951666666
10034100017;2013-01-24 18:11;12;-75.5980133333;6.229061666666
10034100208;2013-01-24 18:13;4;-75.5980066666;6.229061666666
10034100050;2013-01-24 18:20;20;-75.5962316666;6.224085
10034100035;2013-01-24 18:30;10;-75.5951216666;6.226185
10034100172;2013-01-24 19:01;72;-75.5957;6.227856666666
10034100107;2013-01-24 19:08;50;-75.5955116666;6.227848333333
10034100031;2013-01-24 19:09;8;-75.59555;6.227875
10034100173;2013-01-24 19:12;8;-75.5957066666;6.227195
10034100132;2013-01-24 19:13;18;-75.5957083333;6.2272
10034100162;2013-01-24 19:14;120;-75.5957083333;6.2272
10034100101;2013-01-24 19:18;4;-75.5957083333;6.2272
10034100093;2013-01-24 19:31;8;-75.604975;6.232061666666
10034100062;2013-01-24 19:32;12;-75.604935;6.232026666666
10034100047;2013-01-24 19:45;24;-75.596765;6.262641666666
10034100019;2013-01-24 19:47;8;-75.596765;6.262641666666
10034100214;2013-01-24 19:47;10;-75.5968116666;6.262571666666